chroma_stft,rmse,spec_cent,spec_bw,rolloff,zcr,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,bouncy,tekno,warzone,industrial,non-techno-drop
0.05113018223779973,0.2502278477570864,0.1769251024736171,0.1840280745151994,0.11445402298850574,0.07383693048697144,-21.864585308420693,1.3978845156627437,0.2581896123438935,0.5973453705202002,0.3668264946685233,-3.8488678630450655,-3.8488678630450655,0,0,1,0,0
0.063142021764985,0.2987557450251081,0.19060456927243935,0.19110351099595493,0.10517502612330197,0.06555631199520176,-21.271348737612104,1.566862145973581,0.3258221658637985,0.6611558188099811,0.4556209418593909,-3.6523775330210704,-3.6523775330210704,0,0,1,0,0
0.054355473434666984,0.26462811421266663,0.17650695708900888,0.1852861253900052,0.10823667711598745,0.0715841632027974,-21.388440808251758,1.2857530713558796,0.25076391670990855,0.5806955332273999,0.28412226481081204,-3.7974212044295514,-3.7974212044295514,0,0,1,0,0
0.06688467848532317,0.2977045532767438,0.18899101975948668,0.19161899531542953,0.0991405433646813,0.06408626373841765,-21.161682289634804,1.4593263596960286,0.366051062942294,0.6586710885350496,0.3881221807267514,-3.657902319546936,-3.657902319546936,0,0,1,0,0
0.06505767204545514,0.22482464933412136,0.16650231101926385,0.1814299338454252,0.11051985370950887,0.06679507265958516,-20.934249186475533,1.4149725185592061,0.12698986660202582,0.30903307178038525,0.3283880501627946,-3.750973135874224,-3.750973135874224,0,0,1,0,0
0.08223310156161794,0.2673330155491353,0.16615870193163618,0.18125819319553288,0.10361546499477536,0.060482358767563825,-20.584403395722195,1.39771657061804,0.04719897033841782,0.35121923194701365,0.41895665164250667,-3.673862394235243,-3.673862394235243,0,0,1,0,0
0.04779975423635948,0.22661057673093044,0.18992624686155674,0.1821955901076198,0.14342476489028214,0.08427492646491942,-20.795115298964316,1.2035352065000278,-0.15910387537570264,0.11474838656640053,0.2434587798474118,-3.8784953602852363,-3.8784953602852363,0,0,1,0,0
-0.02627305526184562,0.022393120985817683,0.18416086938888998,0.1733115089001641,0.2081609195402299,0.12083665999809222,-22.651283380939297,0.824253670382141,-0.587280065611666,0.08593031991443559,-0.11963398017408301,-4.489602687285694,-4.489602687285694,0,0,0,0,1
-0.03571145412553502,0.03879651312496377,0.20762343342364534,0.18555651610529,0.2604545454545455,0.14501601372567724,-21.864756119735244,0.6455207499550595,-0.5915418254901795,0.1392138336760728,-0.17326611739897382,-4.368965895798653,-4.368965895798653,0,0,0,0,1
0.09336150531111316,0.17771595723877318,0.17238014998370846,0.19344600140369306,0.08470741901776384,0.059938767589944084,-22.86354165771398,1.3001650360365218,0.4821888750549803,0.44584203190636856,0.23525294728388568,-4.080018553486444,-4.080018553486444,0,0,1,0,0
0.10801198690633027,0.19448033654926636,0.17981819355542783,0.19683673363621587,0.07725182863113898,0.061593061894911795,-22.711890673745835,1.3796991183152352,0.515763646959601,0.4841355708744391,0.24810992372053486,-4.016836482775205,-4.016836482775205,0,0,1,0,0
0.1007334630293607,0.20143789938984602,0.1551207610806313,0.19162354560952585,0.04609717868338558,0.04044658105976759,-22.70258715163252,1.442863564100448,0.6646555986965941,0.5851637088030226,0.2400987843757866,-3.9539610991313334,-3.9539610991313334,0,0,1,0,0
0.0457418258391945,0.0325498422723108,0.14576211353288254,0.15620081508883812,0.10649686520376174,0.06931440869432275,-24.6646732471212,0.4519227546516432,-0.975162241783844,0.22791176885908793,-0.17371123436619249,-5.0267424399521,-5.0267424399521,0,0,0,0,1
0.0014426040907476853,0.023077936011740238,0.21377864097604454,0.1774911335224674,0.2753004179728318,0.15064923864567392,-23.509879022867874,0.40716275055080203,-0.22859614977010806,0.4276555102682794,0.23162900220768667,-4.534405581922243,-4.534405581922243,0,0,0,0,1
0.09310744932803701,0.04601864388227257,0.17058130703521016,0.17932778923759382,0.09749477533960292,0.05490793577783846,-24.669325290454307,0.40780535215147884,-0.13966505210631833,0.6115798785442951,0.24480957097228886,-4.7089591081785125,-4.7089591081785125,0,0,0,0,1
0.12418762909464907,0.20458880922549338,0.14625300878420042,0.19075303612285238,0.06790229885057471,0.04917278751203806,-23.587702372984463,1.7720847930095267,0.5004973214825481,0.7512397422024446,0.26610020739085744,-4.059556061779818,-4.059556061779818,0,0,1,0,0
0.10776993026726178,0.19369484005389473,0.1534614643271562,0.18607823214490193,0.05953761755485893,0.048695838522059214,-23.09255006322254,1.2566466148543314,0.41380600595111966,0.7652935026120014,0.2105989063076963,-4.089241006699479,-4.089241006699479,0,0,1,0,0
0.12134651161583489,0.2653613757205011,0.14672695315211268,0.1891262031005713,0.029281609195402295,0.029932795927247638,-22.51996003767776,1.5043614765756355,0.5820391712744925,0.7299438083882684,0.36595333659288265,-3.867532448969296,-3.867532448969296,0,0,1,0,0
0.11452617547751882,0.24397723824826706,0.16602138436102423,0.19036413481688483,0.036998432601880876,0.04084251405692811,-22.589028894972103,1.1534136303498204,0.6518029097245976,0.8619360914141473,0.3188971017175829,-3.9205958323531918,-3.9205958323531918,0,0,1,0,0
0.11083849808572904,0.2756062845735345,0.15010310052867942,0.18968540515968024,0.030402298850574706,0.033370748783780074,-22.669608310850634,1.3546989047891864,0.6297579818449545,0.7467796273345572,0.36088783166702815,-3.915496793042981,-3.915496793042981,0,0,1,0,0
0.11629457548416439,0.2764492811900987,0.1534271110216254,0.1890315952053028,0.0256478578892372,0.03186149924014839,-22.69313867237975,1.5305713911529955,0.7552967133213824,0.6442482674688418,0.35103829161613415,-3.882396801764078,-3.882396801764078,0,0,1,0,0
0.08863371440391915,0.17476060487710388,0.17237624439609364,0.19880921287435596,0.015091431556948797,0.033949621119562616,-22.90021002971667,2.55518961737589,0.8414798220518697,0.2895311792823504,0.04575582540864937,-3.833650717119582,-3.833650717119582,0,0,0,0,0
0.08888499922901608,0.17586851252664845,0.13963206759368083,0.18150205057655908,0.016206896551724137,0.024076123672219747,-22.235195114079083,2.1568644588460137,0.44668595398077593,0.3838480163923131,0.2254080227413853,-3.804477732423719,-3.804477732423719,0,0,0,0,0
0.0727795109831387,0.1786989551448779,0.1433613872716356,0.17573406776285622,0.02657001044932079,0.027814619727916937,-22.55599918519009,1.827476617163131,0.6891472754458441,0.5988948769238531,0.3115148702561077,-3.8257931090802306,-3.8257931090802306,0,0,0,0,0
0.12996877080067168,0.187799767137672,0.08347415983222678,0.1678536028516975,0.010833333333333334,0.007591982552813933,-23.28302706573565,2.7271053430861385,0.35071672242914376,0.9180046115164225,0.2502386816668497,-3.807392341407418,-3.807392341407418,0,1,0,0,0
0.12912682893562677,0.1709302097733049,0.09500118968642424,0.1730362955884977,0.01333594566353187,0.011151459398573855,-23.189797294642844,2.520599217515273,0.3407829243823175,0.9484026073729296,0.20192858348577614,-3.83561679237731,-3.83561679237731,0,1,0,0,0
0.12848877345077614,0.1547543426931024,0.13010015454543467,0.18267505676471946,0.02021682340647858,0.023787340859109263,-22.40237550012818,1.958557503096876,0.31175084284348653,0.9494537697325076,0.24476851735542313,-3.7875689734199773,-3.7875689734199773,0,1,0,0,0
0.02227220012435333,0.03652988442813376,0.12197861892683429,0.17196793632765453,0.05189655172413793,0.039601139973421524,-25.304820119243512,1.8530964972875053,-0.033443033840115065,0.31582209547219525,-0.3200244604839527,-4.697873804161576,-4.697873804161576,0,0,0,0,1
0.05966850647191786,0.051603090810820956,0.15004173004413401,0.18307115229877308,0.07357889237199583,0.053729283753288004,-23.208666588678252,1.9281025239069598,0.06800520828855706,0.4181023875051106,-0.02800366956376043,-4.1644920277082775,-4.1644920277082775,0,0,0,0,1
0.06365617622066742,0.056191385743726896,0.1524814907355244,0.17741249543641904,0.08613375130616512,0.058974415933493715,-23.092271339903157,1.6751003187112903,0.3381992993760855,0.42084215121807533,0.06473283099507886,-4.1186793479205255,-4.1186793479205255,0,0,0,0,1
0.12348241230097619,0.14184179028077293,0.12689128887519,0.1832840763797986,0.02044670846394984,0.024269516687334455,-22.896908448805483,2.155090189961651,0.2389440158215713,0.8773204330647535,0.22866937382829788,-3.879376887225842,-3.879376887225842,0,1,0,0,0
0.12861163628734207,0.1457892786743719,0.1317060930395837,0.1863671212429273,0.015517241379310343,0.02367235041768971,-22.912523952973427,2.2219671682575615,0.44294294575719934,0.748507385315823,0.2983375787185884,-3.8401537749848504,-3.8401537749848504,0,1,0,0,0
0.0732872180362666,0.22664417801629666,0.14850656262939002,0.19314669637878454,0.04452716823406478,0.03622068233759887,-23.201988348346624,2.577021312332741,0.6031200976329435,0.4140800390811268,0.1853340777267818,-3.8844865643146047,-3.8844865643146047,0,1,0,0,0
0.06937542498056602,0.18547272606034243,0.15588055068351103,0.19300575231800787,0.05527168234064786,0.04392373520314761,-23.00554414209039,2.476130396603762,0.5147459113316937,0.330010390398999,0.3051181381578492,-3.8759078611196167,-3.8759078611196167,0,1,0,0,0
0.06776790919748335,0.164602540947232,0.15332120234796995,0.18782216901374582,0.07589080459770116,0.05290344331036573,-22.599993288801,1.9867466863715195,0.016910374476450562,0.5609316189681014,0.4461933927559717,-3.917842243245792,-3.917842243245792,0,1,0,0,0
0.08777620208320548,0.1796701918907062,0.16419457424820227,0.21270640087257234,0.039571577847439914,0.03177394969952214,-23.729047022836074,2.487741653639605,0.6412757084587674,0.43182854544605087,0.2715320623259372,-3.979333810593142,-3.979333810593142,0,1,0,0,0
0.07265671989888188,0.1447645792469599,0.17478337570586455,0.2155199409656444,0.052847439916405434,0.0440348055158824,-23.556116580909958,2.3897928286090204,0.4176426375451427,0.2675426993851234,0.31990502894525885,-4.032246677285082,-4.032246677285082,0,1,0,0,0
-0.07128404941356555,0.011392528698751462,0.12670327311738872,0.16575050036627145,0.10396812957157785,0.058300153799715385,-26.57540705639348,2.1261949966421625,0.0607192438880805,0.1658690874462858,0.020483445433588703,-4.8404280565966715,-4.8404280565966715,0,0,0,0,1
-0.037672635648660364,0.016476015838649192,0.13431644677127313,0.16491702978847503,0.09686520376175548,0.05809369368898483,-25.033652997644037,2.0208141788359435,-0.1485758542022576,-0.08074401006188175,0.28992354773252077,-4.590447027067942,-4.590447027067942,0,0,0,0,1
0.08825017141228653,0.19225904499666754,0.16493562668593453,0.21335150604301414,0.029041274817136878,0.030846185910796162,-23.765183935174093,2.5052173901347565,0.6472277738977925,0.4365552674777962,0.25960498561654693,-3.983315703609441,-3.983315703609441,0,1,0,0,0
0.1243551447999485,0.19423801024489473,0.11741052561498537,0.17185972166524485,0.03445402298850575,0.028234073497186,-22.39794881701501,2.0475231179378555,0.6127976575863169,0.4934385743462932,0.32282942683855254,-3.784272008061197,-3.784272008061197,0,0,0,0,0
0.11526090652394813,0.18713559705892957,0.17231282125655858,0.18548695578497848,0.0996682340647858,0.06432800500731103,-21.98000223791446,1.6792571797447513,0.6773466064348959,0.4099250070245251,0.29616369955961575,-3.783461949030134,-3.783461949030134,0,0,0,0,0
0.12696055338807077,0.19398765251580638,0.11153849499851899,0.1664984589216877,0.025485893416927898,0.021976241406751248,-22.443633404642082,1.8825041410909007,0.7775659475991537,0.4666629700384808,0.3065700969588021,-3.802066049790948,-3.802066049790948,0,0,0,0,0
0.043441480821585804,0.12169885015367864,0.1518091745071489,0.17584318588302755,0.0726619644723093,0.049350500012413735,-22.541047178246565,1.9597136474509764,0.3130592633271223,0.007864188188738378,0.4088941812611589,-3.9703031796037136,-3.9703031796037136,1,0,0,0,0
0.06077853049504137,0.11761545134156001,0.10297714832442169,0.15889744888557347,0.035867293625914315,0.025552705476811786,-22.525150560092083,2.3012751185671494,-0.15037749733750178,0.4949763518812859,-0.09502469685014352,-3.9948602567662594,-3.9948602567662594,1,0,0,0,0
0.03459019495882953,0.11464547685366776,0.11930743730161747,0.1602457789011398,0.04876175548589341,0.034146934263362086,-22.975318933172257,2.093040751847153,0.3713457097645104,0.009787883071275292,0.47755495829607475,-4.004717926038648,-4.004717926038648,1,0,0,0,0
0.06810118965479357,0.12300653951431167,0.15035885810313201,0.18002638692900805,0.06096656217345873,0.043146243014004014,-22.32323868721278,2.039259814170546,-0.11393029499534447,0.610331363522003,0.07331075159204678,-3.942853410584706,-3.942853410584706,1,0,0,0,0
0.07207130727754466,0.18937849236820897,0.18385603288307675,0.19067490924036523,0.10091170323928945,0.06212227926735409,-21.16316798528338,1.177907615859258,0.391180988374555,0.4354402453920063,0.2948437665200366,-3.772759073827505,-3.772759073827505,0,0,1,0,0
